rotation,comparison,diff,ci_low,ci_high,resolved,n_traces
P2-lab,C1_aug vs C1,-0.028235294117647025,-0.09239429706952687,0.023255813953488413,False,11
P2-living,C1_s6out_aug vs C1_s6out,0.07262569832402233,-0.028943236121446923,0.20251521988253832,False,15
