method,diff,ci_low,ci_high,resolved
C1_AdaBN,-0.05882352941176472,-0.192907621306657,0.030727331327889913,False
C1_T3A,0.007058823529411784,-0.04744556476555734,0.06130357219159932,False
C1_AdaBN_T3A,-0.04705882352941171,-0.14190826231663337,0.03544528689841295,False
